T (us), IAW, IBW, ICW, VAY, VBY, VCY
1537999.99, -1.631814, .7792967, .85251755, 97.755867, -68.48157, -29.2743
1538249.97, -1.623471, .6643585, .95911282, 99.230545, -62.5162, -36.71435
1538499.95, -1.605119, .54532391, 1.059795, 100.09344, -56.1654, -43.92804
1538750.05, -1.57687, .42292684, 1.1539435, 100.33922, -49.46832, -50.8709
1539000.03, -1.5389, .29792193, 1.2409778, 99.96637, -42.46625, -57.50012
1539250.02, -1.491441, .17107986, 1.3203613, 98.977203, -35.20237, -63.77484
1539500.00, -1.434787, .04318267, 1.3916044, 97.377808, -27.72145, -69.65636
1539749.98, -1.369287, -.0849811, 1.4542681, 95.17804, -20.06961, -75.10843
1539999.96, -1.295345, -.2126213, 1.5079659, 92.391472, -12.29404, -80.09743
1540249.94, -1.213416, -.3389511, 1.5523669, 89.035278, -4.442678, -84.5926
1540500.04, -1.124006, -.4631914, 1.5871972, 85.13015, 3.4360781, -88.56623
1540750.03, -1.027666, -.5845763, 1.6122421, 80.700172, 11.293651, -91.99382
1541000.01, -.9249896, -.7023575, 1.6273472, 75.772652, 19.081594, -94.85424
1541249.99, -.8166105, -.8158088, 1.6324193, 70.37796, 26.751894, -97.12985
1541499.97, -.7031966, -.9242308, 1.6274273, 64.54937, 34.257259, -98.80663
1541749.95, -.5854471, -1.026955, 1.612402, 58.322807, 41.551418, -99.87422
1542000.06, -.4640879, -1.123348, 1.5874357, 51.736668, 48.589397, -100.3261
1542250.04, -.3398673, -1.212815, 1.5526826, 44.831554, 55.327808, -100.1594
1542500.02, -.2135512, -1.294806, 1.508357, 37.65004, 61.725101, -99.37514
1542750.00, -.0859183, -1.368814, 1.4547321, 30.236401, 67.741844, -97.97824
1542999.98, .04224444, -1.434383, 1.3921384, 22.636343, 73.340935, -95.97728
1543249.96, .17014688, -1.491109, 1.320962, 14.896725, 78.487854, -93.38457
1543499.95, .29700047, -1.538642, 1.2416415, 7.0652623, 83.150871, -90.21613
1543750.05, .42202312, -1.576689, 1.1546662, -.809759, 87.301231, -86.49147
1544000.03, .54444396, -1.605016, 1.0605723, -8.679788, 90.913353, -82.23357
1544250.01, .6635083, -1.623448, .95993966, -16.4963, 93.964966, -77.46866
1544499.99, .77848208, -1.631871, .85338891, -24.21111, 96.437248, -72.22614
1544749.98, .88865638, -1.630233, .74157697, -31.77666, 98.314972, -66.53831
1544999.96, .99335194, -1.618545, .62519318, -39.14628, 99.58654, -60.44026
1545250.06, 1.0919234, -1.596878, .50495511, -46.27456, 100.24413, -53.96957
1545500.04, 1.1837628, -1.565367, .38160399, -53.11754, 100.28368, -47.16615
1545750.02, 1.2683041, -1.524204, .25590038, -59.63303, 99.704956, -40.07193
1546000.00, 1.3450261, -1.473645, .12861927, -65.78087, 98.511513, -32.73064
1546249.99, 1.4134557, -1.414001, .54539E-3, -71.52314, 96.710716, -25.18757
1546499.97, 1.473171, -1.345639, -.1275316, -76.82445, 94.31366, -17.48921
1546749.95, 1.5238038, -1.268982, -.2548222, -81.65211, 91.335129, -9.683019
1547000.05, 1.5650421, -1.184501, -.3805415, -85.97636, 87.793495, -1.817129
1547250.03, 1.5966315, -1.092717, -.5039144, -89.77054, 83.710579, 6.0599627
1547500.01, 1.6183773, -.9941971, -.6241803, -93.01125, 79.111557, 13.899693
1547750.00, 1.6301454, -.8895478, -.7405976, -95.67852, 74.024788, 21.653727
1547999.98, 1.6318634, -.7794145, -.8524488, -97.7559, 68.481636, 29.27426
1548249.96, 1.6235204, -.6644763, -.9590441, -99.23058, 62.51627, 36.714306
1548499.94, 1.605168, -.5454416, -1.059726, -100.0935, 56.16547, 43.927994
1548750.04, 1.5769194, -.4230446, -1.153875, -100.3392, 49.468391, 50.870853
1549000.02, 1.5389488, -.2980396, -1.240909, -99.9664, 42.466324, 57.500076
1549250.01, 1.4914901, -.1711975, -1.320293, -98.97723, 35.202438, 63.774792
1549499.99, 1.434836, -.0433003, -1.391536, -97.37783, 27.721518, 69.656319
1549749.97, 1.3693359, .08486354, -1.454199, -95.17807, 20.069685, 75.108383
1549999.95, 1.2953936, .21250379, -1.507897, -92.3915, 12.294116, 80.097382
1550250.05, 1.2134647, .33883351, -1.552298, -89.03531, 4.44275, 84.59256
1550500.04, 1.1240547, .46307388, -1.587129, -85.13018, -3.436007, 88.566185
1550750.02, 1.0277146, .58445889, -1.612174, -80.7002, -11.29358, 91.993782
1551000.00, .92503852, .70224011, -1.627279, -75.77267, -19.08152, 94.854202
1551249.98, .81665939, .81569147, -1.632351, -70.37799, -26.75182, 97.129807
1551499.96, .70324546, .92411345, -1.627359, -64.5494, -34.25719, 98.806587
1551749.94, .58549589, 1.0268376, -1.612334, -58.32284, -41.55135, 99.874184
1552000.05, .46413672, 1.1232306, -1.587367, -51.7367, -48.58932, 100.32602
1552250.03, .33991614, 1.2126981, -1.552614, -44.83158, -55.32774, 100.15932
1552500.01, .21359999, 1.2946886, -1.508289, -37.65007, -61.72503, 99.375099
1552749.99, .0859671, 1.3686966, -1.454664, -30.23643, -67.74178, 97.978203
1552999.97, -.0421957, 1.4342657, -1.39207, -22.63637, -73.34087, 95.977234
1553249.96, -.1700981, 1.4909917, -1.320894, -14.89675, -78.48778, 93.384537
1553500.06, -.2969517, 1.538525, -1.241573, -7.065291, -83.15079, 90.216087
1553750.04, -.4219744, 1.5765723, -1.154598, .80973077, -87.30116, 86.491432
1554000.02, -.5443953, 1.6048992, -1.060504, 8.67976, -90.91328, 82.233521
1554250.00, -.6634596, 1.623331, -.9598714, 16.496275, -93.96489, 77.46862
1554499.98, -.7784334, 1.631754, -.8533207, 24.211086, -96.43718, 72.226097
1554749.97, -.8886077, 1.6301165, -.7415087, 31.776627, -98.3149, 66.538269
1554999.95, -.9933033, 1.6184282, -.625125, 39.146255, -99.58647, 60.44022
1555250.05, -1.091875, 1.5967616, -.5048869, 46.274532, -100.2441, 53.969532
1555500.03, -1.183714, 1.56525, -.3815358, 53.117512, -100.2836, 47.166103
1555750.01, -1.268256, 1.5240878, -.2558322, 59.633003, -99.70489, 40.07188
1555999.99, -1.344977, 1.4735286, -.1285511, 65.780838, -98.51144, 32.730602
1556249.98, -1.413407, 1.4138844, -.4773E-3, 71.523109, -96.71064, 25.187529
1556499.96, -1.473122, 1.3455226, .12759976, 76.824425, -94.31359, 17.489166
1556750.06, -1.523755, 1.268865, .25489029, 81.652084, -91.33506, 9.6829748
1557000.04, -1.564994, 1.1843841, .38060954, 85.976334, -87.79342, 1.8170861
1557250.02, -1.596583, 1.0926006, .50398242, 89.770515, -83.7105, -6.060006
1557500.00, -1.618329, .99408054, .62424827, 93.011223, -79.11149, -13.89974
1557749.99, -1.630097, .8894313, .74066567, 95.67849, -74.02472, -21.65377
1557999.97, -1.631815, .77929807, .85251677, 97.755867, -68.48157, -29.2743
1558249.95, -1.623472, .66435981, .95911211, 99.230545, -62.5162, -36.71435
1558500.05, -1.60512, .54532522, 1.0597943, 100.09344, -56.1654, -43.92804
1558750.03, -1.576871, .42292818, 1.1539428, 100.33922, -49.46832, -50.8709
1559000.02, -1.5389, .29792327, 1.240977, 99.96637, -42.46625, -57.50012
1559250.00, -1.491442, .1710812, 1.3203605, 98.977203, -35.20237, -63.77483
1559499.98, -1.434788, .04318401, 1.3916037, 97.377808, -27.72145, -69.65636
1559749.96, -1.369288, -.0849798, 1.4542674, 95.17804, -20.06961, -75.10843
1559999.94, -1.295345, -.21262, 1.5079652, 92.391472, -12.29405, -80.09743
1560250.04, -1.213416, -.3389497, 1.5523661, 89.035278, -4.442679, -84.5926
1560500.03, -1.124006, -.46319, 1.5871965, 85.130157, 3.4360774, -88.56623
1560750.01, -1.027666, -.584575, 1.6122414, 80.700172, 11.29365, -91.99382
1560999.99, -.9249902, -.7023562, 1.6273464, 75.772652, 19.081593, -94.85424
1561249.97, -.8166112, -.8158075, 1.6324186, 70.37796, 26.751892, -97.12985
1561499.95, -.7031972, -.9242294, 1.6274266, 64.54937, 34.257259, -98.80663
1561750.05, -.5854477, -1.026954, 1.6124012, 58.322807, 41.551414, -99.87422
1562000.04, -.4640885, -1.123347, 1.587435, 51.736668, 48.589397, -100.3261
1562250.02, -.3398679, -1.212814, 1.5526819, 44.831554, 55.327805, -100.1594
1562500.00, -.2135518, -1.294804, 1.5083563, 37.65004, 61.725101, -99.37514
1562749.98, -.0859189, -1.368812, 1.4547313, 30.236401, 67.741844, -97.97824
1562999.96, .04224382, -1.434381, 1.3921376, 22.636343, 73.340935, -95.97728
1563249.95, .17014627, -1.491107, 1.3209612, 14.896725, 78.487854, -93.38457
1563500.05, .29699987, -1.538641, 1.2416408, 7.0652628, 83.150864, -90.21613
1563750.03, .42202249, -1.576688, 1.1546655, -.8097586, 87.301231, -86.49147
1564000.01, .54444337, -1.605015, 1.0605714, -8.679788, 90.913353, -82.23357
1564249.99, .6635077, -1.623447, .95993888, -16.4963, 93.964966, -77.46866
1564499.97, .77848148, -1.63187, .85338819, -24.21111, 96.437248, -72.22614
1564749.96, .88865578, -1.630232, .74157625, -31.77666, 98.314972, -66.53831
1565000.06, .99335134, -1.618544, .62519246, -39.14628, 99.58654, -60.44026
1565250.04, 1.0919228, -1.596877, .5049544, -46.27456, 100.24413, -53.96957
1565500.02, 1.1837622, -1.565365, .38160327, -53.11754, 100.28368, -47.16615
1565750.00, 1.2683035, -1.524203, .25589964, -59.63303, 99.704956, -40.07193
1565999.98, 1.3450255, -1.473644, .12861854, -65.78087, 98.511513, -32.73064
1566249.97, 1.4134551, -1.414, .54466E-3, -71.52314, 96.710709, -25.18757
1566499.95, 1.4731704, -1.345638, -.1275324, -76.82445, 94.31366, -17.48921
1566750.05, 1.5238032, -1.26898, -.2548229, -81.65211, 91.335129, -9.683018
1567000.03, 1.5650415, -1.184499, -.3805422, -85.97636, 87.793488, -1.817129
1567250.01, 1.5966309, -1.092716, -.5039151, -89.77054, 83.710579, 6.0599632
1567500.00, 1.6183767, -.9941958, -.624181, -93.01125, 79.111557, 13.899693
1567749.98, 1.6301448, -.8895465, -.7405984, -95.67852, 74.024788, 21.653728
1567999.96, 1.6318628, -.7794132, -.8524495, -97.7559, 68.481636, 29.27426
1568249.94, 1.6235198, -.664475, -.9590448, -99.23058, 62.51627, 36.714306
1568500.04, 1.6051674, -.5454403, -1.059727, -100.0935, 56.16547, 43.927994
1568750.02, 1.5769188, -.4230432, -1.153876, -100.3392, 49.468391, 50.870853
1569000.01, 1.5389482, -.2980383, -1.24091, -99.9664, 42.466324, 57.500076
1569249.99, 1.4914895, -.1711962, -1.320293, -98.97723, 35.202438, 63.774792
1569499.97, 1.4348354, -.043299, -1.391536, -97.37783, 27.721518, 69.656319
1569749.95, 1.3693353, .08486486, -1.4542, -95.17807, 20.069685, 75.108383
1570000.05, 1.2953929, .21250512, -1.507898, -92.3915, 12.294115, 80.097382
1570250.03, 1.2134641, .33883485, -1.552299, -89.03531, 4.4427495, 84.59256
1570500.02, 1.1240541, .46307519, -1.587129, -85.13018, -3.436007, 88.566185
1570750.00, 1.027714, .5844602, -1.612174, -80.7002, -11.29358, 91.993782
1570999.98, .92503792, .70224142, -1.627279, -75.77267, -19.08152, 94.854202
1571249.96, .81665879, .81569278, -1.632352, -70.37799, -26.75182, 97.129814
1571499.94, .70324486, .92411476, -1.62736, -64.5494, -34.25719, 98.806587
1571750.04, .58549529, 1.0268389, -1.612334, -58.32284, -41.55135, 99.874184
1572000.03, .46413612, 1.1232319, -1.587368, -51.7367, -48.58932, 100.32602
1572250.01, .33991554, 1.2126994, -1.552615, -44.83158, -55.32774, 100.15932
1572499.99, .2135994, 1.2946899, -1.508289, -37.65007, -61.72503, 99.375099
1572749.97, .0859665, 1.3686979, -1.454664, -30.23643, -67.74178, 97.978203
1572999.95, -.0421963, 1.434267, -1.392071, -22.63637, -73.34087, 95.977234
1573250.06, -.1700987, 1.490993, -1.320894, -14.89675, -78.48779, 93.384537
1573500.04, -.2969523, 1.5385263, -1.241574, -7.06529, -83.15079, 90.216087
1573750.02, -.421975, 1.5765736, -1.154599, .80973107, -87.30116, 86.491432
1574000.00, -.5443959, 1.6049005, -1.060505, 8.67976, -90.91328, 82.233521
1574249.98, -.6634603, 1.6233323, -.9598721, 16.496275, -93.9649, 77.46862
1574499.96, -.778434, 1.6317554, -.8533214, 24.211086, -96.43718, 72.226097
1574749.95, -.8886083, 1.6301178, -.7415094, 31.776627, -98.3149, 66.538269
1575000.05, -.9933039, 1.6184295, -.6251257, 39.146255, -99.58647, 60.44022
1575250.03, -1.091875, 1.5967629, -.5048876, 46.274532, -100.2441, 53.969532
1575500.01, -1.183715, 1.5652514, -.3815365, 53.117512, -100.2836, 47.166103
1575749.99, -1.268256, 1.5240891, -.2558329, 59.633003, -99.70489, 40.07188
1575999.98, -1.344978, 1.4735299, -.1285518, 65.780838, -98.51144, 32.730602
1576249.96, -1.413408, 1.4138857, -.478E-3, 71.523109, -96.71064, 25.187529
1576500.06, -1.473123, 1.345524, .12759905, 76.824425, -94.31359, 17.489166
1576750.04, -1.523756, 1.2688663, .25488958, 81.652084, -91.33506, 9.6829758
1577000.02, -1.564994, 1.1843854, .38060883, 85.976334, -87.79342, 1.8170866
1577250.00, -1.596584, 1.0926019, .50398171, 89.770515, -83.7105, -6.060006
1577499.99, -1.618329, .99408185, .62424755, 93.011223, -79.11149, -13.89974
1577749.97, -1.630098, .88943261, .74066496, 95.67849, -74.02472, -21.65377
1577999.95, -1.631815, .77929938, .85251606, 97.755867, -68.48157, -29.2743
1578250.05, -1.623473, .66436112, .95911139, 99.230545, -62.5162, -36.71435
1578500.03, -1.60512, .54532653, 1.0597936, 100.09344, -56.1654, -43.92804
1578750.01, -1.576872, .4229295, 1.1539421, 100.33922, -49.46832, -50.8709
1579000.00, -1.538901, .29792458, 1.2409763, 99.96637, -42.46626, -57.50012
1579249.98, -1.491442, .17108251, 1.3203598, 98.977203, -35.20237, -63.77483
1579499.96, -1.434788, .04318532, 1.391603, 97.377808, -27.72145, -69.65636
1579749.94, -1.369288, -.0849785, 1.4542667, 95.17804, -20.06961, -75.10843
1580000.04, -1.295346, -.2126187, 1.5079645, 92.391472, -12.29405, -80.09743
1580250.02, -1.213417, -.3389484, 1.5523654, 89.035278, -4.44268, -84.5926
1580500.01, -1.124007, -.4631887, 1.5871958, 85.130157, 3.4360766, -88.56623
1580749.99, -1.027667, -.5845737, 1.6122407, 80.700172, 11.293649, -91.99382
1580999.97, -.9249908, -.7023549, 1.6273458, 75.772652, 19.081593, -94.85424
1581249.95, -.8166118, -.8158062, 1.6324179, 70.37796, 26.751892, -97.12985
1581500.05, -.7031978, -.9242281, 1.6274259, 64.54937, 34.257256, -98.80663
1581750.04, -.5854483, -1.026952, 1.6124005, 58.322807, 41.551414, -99.87422
1582000.02, -.4640891, -1.123345, 1.5874343, 51.736671, 48.589394, -100.3261
1582250.00, -.3398685, -1.212813, 1.5526812, 44.831554, 55.327805, -100.1594
1582499.98, -.2135524, -1.294803, 1.5083556, 37.65004, 61.725101, -99.37514
1582749.96, -.0859195, -1.368811, 1.4547306, 30.236401, 67.741844, -97.97824
1582999.94, .04224323, -1.43438, 1.3921369, 22.636343, 73.340935, -95.97727
1583250.05, .17014568, -1.491106, 1.3209605, 14.896725, 78.487854, -93.38457
1583500.03, .29699928, -1.538639, 1.2416401, 7.0652633, 83.150864, -90.21613
1583750.01, .4220219, -1.576687, 1.1546648, -.8097583, 87.301231, -86.49147
1583999.99, .54444277, -1.605014, 1.0605708, -8.679788, 90.913353, -82.23357
1584249.97, .6635071, -1.623445, .95993823, -16.4963, 93.964966, -77.46866
1584499.96, .77848089, -1.631868, .85338748, -24.21111, 96.437248, -72.22614
1584750.06, .88865519, -1.630231, .74157554, -31.77665, 98.314964, -66.53831
1585000.04, .99335074, -1.618543, .62519175, -39.14628, 99.58654, -60.44026
1585250.02, 1.0919222, -1.596876, .50495368, -46.27456, 100.24413, -53.96957
1585500.00, 1.1837616, -1.565364, .38160256, -53.11754, 100.28368, -47.16615
1585749.98, 1.2683029, -1.524202, .25589895, -59.63303, 99.704956, -40.07192
1585999.97, 1.3450249, -1.473643, .12861784, -65.78087, 98.511513, -32.73064
1586249.95, 1.4134545, -1.413998, .54396E-3, -71.52314, 96.710709, -25.18757
1586500.05, 1.4731698, -1.345637, -.1275331, -76.82445, 94.31366, -17.48921
1586750.03, 1.5238026, -1.268979, -.2548236, -81.65211, 91.335129, -9.683018
1587000.01, 1.5650409, -1.184498, -.3805429, -85.97636, 87.793488, -1.817128
1587249.99, 1.5966303, -1.092715, -.5039158, -89.77054, 83.710579, 6.0599637
1587499.98, 1.6183761, -.9941945, -.6241817, -93.01125, 79.111557, 13.899694
1587749.96, 1.6301442, -.8895452, -.740599, -95.67852, 74.024788, 21.653728
1588000.06, 1.6318622, -.7794119, -.8524502, -97.7559, 68.481636, 29.27426
1588250.04, 1.6235192, -.6644737, -.9590455, -99.23058, 62.51627, 36.714306
1588500.02, 1.6051668, -.545439, -1.059728, -100.0935, 56.16547, 43.927994
1588750.00, 1.5769182, -.4230419, -1.153876, -100.3392, 49.468391, 50.870853
1588999.99, 1.5389476, -.298037, -1.240911, -99.9664, 42.466324, 57.500076
1589249.97, 1.4914889, -.1711949, -1.320294, -98.97723, 35.202438, 63.774792
1589499.95, 1.4348348, -.0432977, -1.391537, -97.37783, 27.721516, 69.656319
1589750.05, 1.3693347, .08486615, -1.454201, -95.17807, 20.069683, 75.108383
1590000.03, 1.2953923, .2125064, -1.507899, -92.3915, 12.294115, 80.097382
1590250.02, 1.2134635, .33883613, -1.5523, -89.03531, 4.4427485, 84.59256
1590500.00, 1.1240535, .4630765, -1.58713, -85.13018, -3.436008, 88.566193
1590749.98, 1.0277134, .58446151, -1.612175, -80.7002, -11.29358, 91.993782
1590999.96, .92503732, .70224273, -1.62728, -75.77267, -19.08152, 94.854202
1591249.94, .8166582, .81569409, -1.632352, -70.37799, -26.75182, 97.129814
1591500.04, .70324427, .92411602, -1.62736, -64.54939, -34.25719, 98.806587
1591750.03, .5854947, 1.0268402, -1.612335, -58.32284, -41.55135, 99.874184
1592000.01, .46413553, 1.1232332, -1.587369, -51.7367, -48.58932, 100.32602
1592249.99, .33991495, 1.2127007, -1.552616, -44.83158, -55.32774, 100.15932
1592499.97, .2135988, 1.2946912, -1.50829, -37.65007, -61.72503, 99.375099
1592749.95, .08596591, 1.3686992, -1.454665, -30.23643, -67.74178, 97.978203
1593000.05, -.0421969, 1.4342682, -1.392071, -22.63637, -73.34087, 95.977234
1593250.04, -.1700993, 1.4909943, -1.320895, -14.89675, -78.48779, 93.384537
1593500.02, -.2969529, 1.5385276, -1.241575, -7.06529, -83.15079, 90.216087
1593750.00, -.4219756, 1.5765749, -1.154599, .80973136, -87.30116, 86.491432
1593999.98, -.5443965, 1.6049018, -1.060505, 8.6797609, -90.91328, 82.233521
1594249.96, -.6634608, 1.6233336, -.9598728, 16.496277, -93.9649, 77.46862
1594499.95, -.7784346, 1.6317567, -.8533221, 24.211086, -96.43718, 72.226097
1594750.05, -.8886089, 1.6301191, -.7415102, 31.776627, -98.3149, 66.538269
1595000.03, -.9933045, 1.6184309, -.6251264, 39.146255, -99.58647, 60.44022
1595250.01, -1.091876, 1.5967642, -.5048883, 46.274532, -100.2441, 53.969532
1595499.99, -1.183715, 1.5652525, -.3815372, 53.117512, -100.2836, 47.166103
1595749.97, -1.268257, 1.5240903, -.2558336, 59.633003, -99.70489, 40.071884
1595999.96, -1.344979, 1.4735312, -.1285525, 65.780838, -98.51144, 32.730602
1596250.06, -1.413408, 1.413887, -.4787E-3, 71.523109, -96.71064, 25.187531
1596500.04, -1.473124, 1.3455253, .12759836, 76.824425, -94.31359, 17.489166
1596750.02, -1.523757, 1.2688676, .25488889, 81.652084, -91.33506, 9.6829758
1597000.00, -1.564995, 1.1843866, .38060814, 85.976334, -87.79342, 1.8170869
1597249.98, -1.596584, 1.0926032, .50398099, 89.770515, -83.71051, -6.060005
1597499.97, -1.61833, .99408317, .6242469, 93.011223, -79.11149, -13.89974
1597749.95, -1.630098, .88943392, .74066424, 95.67849, -74.02472, -21.65377
1598000.05, -1.631816, .77930063, .8525154, 97.755867, -68.48157, -29.2743
1598250.03, -1.623473, .66436243, .95911068, 99.230545, -62.5162, -36.71435
1598500.01, -1.605121, .54532784, 1.059793, 100.09344, -56.1654, -43.92804
1598750.00, -1.576872, .42293078, 1.1539414, 100.33922, -49.46832, -50.8709
1598999.98, -1.538902, .29792586, 1.2409756, 99.96637, -42.46626, -57.50012
1599249.96, -1.491443, .17108379, 1.3203591, 98.977203, -35.20237, -63.77483
1599499.94, -1.434789, .0431866, 1.3916023, 97.377808, -27.72145, -69.65636
1599750.04, -1.369289, -.0849772, 1.454266, 95.17804, -20.06962, -75.10843
1600000.02, -1.295346, -.2126174, 1.5079638, 92.391472, -12.29405, -80.09743
1600250.01, -1.213418, -.3389471, 1.5523647, 89.035278, -4.442681, -84.5926
1600499.99, -1.124008, -.4631874, 1.587195, 85.130157, 3.4360759, -88.56623
1600749.97, -1.027668, -.5845724, 1.61224, 80.700172, 11.293649, -91.99382
1600999.95, -.9249914, -.7023536, 1.6273451, 75.772652, 19.081593, -94.85424
1601250.05, -.8166123, -.8158049, 1.6324172, 70.37796, 26.75189, -97.12985
1601500.03, -.7031984, -.9242269, 1.6274252, 64.54937, 34.257256, -98.80663
1601750.02, -.5854489, -1.026951, 1.6123998, 58.322811, 41.551414, -99.87422
1602000.00, -.4640897, -1.123344, 1.5874336, 51.736671, 48.589394, -100.3261
1602249.98, -.3398691, -1.212811, 1.5526806, 44.831558, 55.327805, -100.1594
1602499.96, -.213553, -1.294802, 1.5083549, 37.65004, 61.725101, -99.37514
1602749.94, -.0859201, -1.36881, 1.4547299, 30.236401, 67.741844, -97.97824
1603000.04, .04224265, -1.434379, 1.3921362, 22.636343, 73.340935, -95.97727
1603250.03, .17014509, -1.491105, 1.3209598, 14.896726, 78.487854, -93.38457
1603500.01, .29699868, -1.538638, 1.2416394, 7.0652633, 83.150864, -90.21613
1603749.99, .42202133, -1.576685, 1.1546642, -.809758, 87.301231, -86.49147
1603999.97, .54444218, -1.605012, 1.0605701, -8.679787, 90.913353, -82.23357
1604249.95, .66350657, -1.623444, .95993751, -16.4963, 93.964966, -77.46866
1604500.06, .77848029, -1.631867, .85338682, -24.21111, 96.437248, -72.22614
1604750.04, .88865459, -1.630229, .74157488, -31.77665, 98.314964, -66.53831
1605000.02, .99335015, -1.618541, .62519109, -39.14628, 99.58654, -60.44026
1605250.00, 1.0919216, -1.596875, .50495297, -46.27456, 100.24413, -53.96957
1605499.98, 1.183761, -1.565363, .38160187, -53.11754, 100.28368, -47.16615
1605749.96, 1.2683023, -1.524201, .25589827, -59.63303, 99.704956, -40.07192
1605999.95, 1.3450243, -1.473642, .12861715, -65.78087, 98.511513, -32.73064
1606250.05, 1.4134539, -1.413997, .54327E-3, -71.52314, 96.710709, -25.18757
1606500.03, 1.4731692, -1.345635, -.1275338, -76.82445, 94.31366, -17.48921
1606750.01, 1.523802, -1.268978, -.2548243, -81.65211, 91.335129, -9.683017
1606999.99, 1.5650403, -1.184497, -.3805436, -85.97636, 87.793488, -1.817128
1607249.98, 1.5966297, -1.092713, -.5039164, -89.77054, 83.710571, 6.0599642
1607499.96, 1.6183755, -.9941932, -.6241823, -93.01125, 79.111557, 13.899694
1607750.06, 1.6301436, -.889544, -.7405998, -95.67852, 74.024788, 21.653728
1608000.04, 1.6318616, -.7794107, -.8524509, -97.7559, 68.481636, 29.27426
1608250.02, 1.6235186, -.6644724, -.9590462, -99.23058, 62.516266, 36.714306
1608500.00, 1.6051662, -.5454378, -1.059729, -100.0935, 56.165466, 43.927994
1608749.99, 1.5769176, -.4230407, -1.153877, -100.3392, 49.468388, 50.870853
1608999.97, 1.538947, -.2980357, -1.240911, -99.9664, 42.466324, 57.500076
1609249.95, 1.4914883, -.1711936, -1.320295, -98.97723, 35.202435, 63.774792
1609500.05, 1.4348342, -.0432964, -1.391538, -97.37783, 27.721516, 69.656319
1609750.03, 1.3693341, .08486741, -1.454202, -95.17807, 20.069683, 75.108383
1610000.01, 1.2953918, .21250767, -1.507899, -92.3915, 12.294114, 80.097382
1610250.00, 1.2134629, .33883739, -1.5523, -89.03531, 4.4427481, 84.59256
1610499.98, 1.124053, .46307775, -1.587131, -85.13018, -3.436009, 88.566193
1610749.96, 1.0277129, .58446276, -1.612176, -80.7002, -11.29358, 91.993782
1610999.94, .92503679, .70224398, -1.627281, -75.77267, -19.08152, 94.854202
1611250.04, .81665766, .81569535, -1.632353, -70.37799, -26.75182, 97.129814
1611500.02, .70324367, .92411733, -1.627361, -64.54939, -34.25719, 98.806587
1611750.01, .58549416, 1.0268414, -1.612336, -58.32283, -41.55135, 99.874184
1611999.99, .46413496, 1.1232344, -1.587369, -51.73669, -48.58933, 100.32603
1612249.97, .33991438, 1.212702, -1.552616, -44.83158, -55.32774, 100.15932
1612499.95, .21359824, 1.2946925, -1.508291, -37.65007, -61.72503, 99.375099
1612750.05, .08596534, 1.3687004, -1.454666, -30.23643, -67.74178, 97.978203
1613000.04, -.0421974, 1.4342695, -1.392072, -22.63637, -73.34087, 95.977234
1613250.02, -.1700999, 1.4909955, -1.320896, -14.89675, -78.48779, 93.384537
1613500.00, -.2969535, 1.5385288, -1.241575, -7.06529, -83.1508, 90.216087
1613749.98, -.4219761, 1.5765761, -1.1546, .80973172, -87.30116, 86.491432
1613999.96, -.5443971, 1.604903, -1.060506, 8.6797609, -90.91328, 82.233521
1614249.94, -.6634614, 1.6233349, -.9598734, 16.496277, -93.9649, 77.46862
1614500.05, -.7784352, 1.6317579, -.8533227, 24.211086, -96.43718, 72.226097
1614750.03, -.8886095, 1.6301203, -.7415108, 31.776627, -98.3149, 66.538269
1615000.01, -.9933051, 1.6184322, -.6251271, 39.146255, -99.58647, 60.44022
1615249.99, -1.091877, 1.5967654, -.504889, 46.274532, -100.2441, 53.969532
1615499.97, -1.183716, 1.5652539, -.3815379, 53.117512, -100.2836, 47.166103
1615749.96, -1.268257, 1.5240916, -.2558343, 59.633003, -99.70489, 40.071884
1616000.06, -1.344979, 1.4735324, -.1285532, 65.780838, -98.51144, 32.730606
1616250.04, -1.413409, 1.4138882, -.4793E-3, 71.523117, -96.71064, 25.187531
1616500.02, -1.473124, 1.3455266, .12759767, 76.824425, -94.31359, 17.489166
1616750.00, -1.523757, 1.2688689, .25488821, 81.652084, -91.33506, 9.6829767
1616999.98, -1.564995, 1.1843879, .38060746, 85.976334, -87.79343, 1.8170874
1617249.97, -1.596585, 1.0926044, .50398034, 89.770515, -83.71051, -6.060005
1617499.95, -1.618331, .99408442, .62424618, 93.011223, -79.11149, -13.89974
1617750.05, -1.630099, .88943517, .74066359, 95.67849, -74.02472, -21.65377
1618000.03, -1.631817, .77930188, .85251468, 97.755867, -68.48157, -29.2743
1618250.01, -1.623474, .66436368, .95911002, 99.230545, -62.5162, -36.71435
1618499.99, -1.605121, .54532909, 1.0597923, 100.09344, -56.1654, -43.92804
1618749.98, -1.576873, .422932, 1.1539408, 100.33922, -49.46832, -50.8709
1618999.96, -1.538902, .29792708, 1.240975, 99.966377, -42.46626, -57.50012
1619250.06, -1.491443, .17108503, 1.3203584, 98.977203, -35.20237, -63.77483
1619500.04, -1.434789, .04318784, 1.3916016, 97.377808, -27.72145, -69.65636
1619750.02, -1.369289, -.084976, 1.4542652, 95.17804, -20.06962, -75.10843
1620000.00, -1.295347, -.2126162, 1.5079631, 92.391472, -12.29405, -80.09743
1620249.99, -1.213418, -.3389459, 1.552364, 89.035278, -4.442681, -84.5926
1620499.97, -1.124008, -.4631862, 1.5871943, 85.130157, 3.4360752, -88.56623
