T (us), IAW, IBW, ICW, VAY, VBY, VCY
5248750.21, 1.5768958, -.4229883, -1.153907, -100.3392, 49.468357, 50.870872
5249000.07, 1.5389252, -.2979834, -1.240942, -99.96638, 42.46629, 57.500095
5249249.94, 1.4914665, -.1711413, -1.320325, -98.97722, 35.202404, 63.774811
5249499.80, 1.4348124, -.0432441, -1.391568, -97.37782, 27.721483, 69.656334
5249750.14, 1.3693123, .08491969, -1.454232, -95.17805, 20.069651, 75.108406
5250000.00, 1.29537, .21255992, -1.50793, -92.39149, 12.294082, 80.097404
5250249.86, 1.2134411, .33888966, -1.552331, -89.03529, 4.4427161, 84.592575
5250500.20, 1.1240312, .46313, -1.587161, -85.13017, -3.43604, 88.566208
5250750.06, 1.0276911, .58451498, -1.612206, -80.70019, -11.29361, 91.993797
5250999.93, .92501497, .7022962, -1.627311, -75.77266, -19.08156, 94.854218
5251249.79, .81663585, .8157475, -1.632383, -70.37798, -26.75186, 97.129829
5251500.13, .70322192, .92416948, -1.627391, -64.54939, -34.25722, 98.806602
5251749.99, .58547235, 1.0268936, -1.612366, -58.32282, -41.55138, 99.874199
5251999.86, .46411318, 1.1232866, -1.5874, -51.73668, -48.58936, 100.32604
5252250.19, .3398926, 1.2127541, -1.552647, -44.83157, -55.32777, 100.15934
5252500.06, .21357648, 1.2947446, -1.508321, -37.65005, -61.72507, 99.375122
5252749.92, .08594359, 1.3687525, -1.454696, -30.23642, -67.74181, 97.978218
5252999.78, -.0422192, 1.4343216, -1.392102, -22.63636, -73.3409, 95.977257
5253250.12, -.1701216, 1.4910476, -1.320926, -14.89674, -78.48782, 93.384552
5253499.98, -.2969752, 1.5385809, -1.241606, -7.065277, -83.15083, 90.21611
5253749.85, -.4219979, 1.5766282, -1.15463, .80974424, -87.30119, 86.491447
5254000.19, -.5444188, 1.6049551, -1.060536, 8.6797733, -90.91331, 82.233543
5254250.05, -.6634831, 1.6233869, -.9599037, 16.496288, -93.96493, 77.468636
5254499.91, -.7784569, 1.6318098, -.853353, 24.2111, -96.43721, 72.226112
5254749.77, -.8886312, 1.6301723, -.7415411, 31.77664, -98.31493, 66.538292
5255000.11, -.9933267, 1.6184841, -.6251574, 39.146267, -99.58651, 60.440239
5255249.98, -1.091898, 1.5968174, -.5049192, 46.274544, -100.2441, 53.969551
5255499.84, -1.183738, 1.5653058, -.3815681, 53.117523, -100.2836, 47.166122
5255750.18, -1.268279, 1.5241435, -.2558645, 59.633018, -99.70492, 40.071903
5256000.04, -1.345001, 1.4735844, -.1285834, 65.780853, -98.51147, 32.730625
5256249.90, -1.413431, 1.4139401, -.5096E-3, 71.523125, -96.71068, 25.18755
5256499.77, -1.473146, 1.3455784, .12756744, 76.82444, -94.31362, 17.489185
5256750.11, -1.523779, 1.2689208, .25485799, 81.6521, -91.33509, 9.6829958
5256999.97, -1.565017, 1.1844398, .38057724, 85.976349, -87.79346, 1.8171064
5257249.83, -1.596606, 1.0926563, .50395012, 89.770523, -83.71054, -6.059986
5257500.17, -1.618352, .99413621, .62421602, 93.011238, -79.11152, -13.89972
5257750.03, -1.63012, .88948697, .74063337, 95.678505, -74.02475, -21.65375
5257999.90, -1.631838, .77935368, .85248452, 97.755882, -68.4816, -29.27428
5258250.24, -1.623495, .66441542, .95907986, 99.23056, -62.51623, -36.71433
5258500.10, -1.605143, .54538083, 1.0597621, 100.09345, -56.16543, -43.92802
5258749.96, -1.576894, .42298374, 1.1539106, 100.33923, -49.46835, -50.87088
5258999.82, -1.538924, .29797882, 1.2409449, 99.966385, -42.46629, -57.5001
5259250.16, -1.491465, .17113674, 1.3203282, 98.977219, -35.2024, -63.77481
5259500.03, -1.434811, .04323953, 1.3915714, 97.377815, -27.72148, -69.65634
5259749.89, -1.369311, -.0849243, 1.4542351, 95.178055, -20.06965, -75.10841
5260000.23, -1.295368, -.2125645, 1.507933, 92.391487, -12.29408, -80.0974
5260250.09, -1.21344, -.3388942, 1.552334, 89.035294, -4.442713, -84.59258
5260499.95, -1.12403, -.4631346, 1.5871643, 85.130165, 3.4360437, -88.56621
5260749.82, -1.02769, -.5845196, 1.6122092, 80.700188, 11.293616, -91.9938
5261000.16, -.9250135, -.7023008, 1.6273143, 75.772659, 19.08156, -94.85423
5261250.02, -.8166344, -.8157521, 1.6323864, 70.377975, 26.75186, -97.12983
5261499.88, -.7032204, -.9241741, 1.6273944, 64.549385, 34.257225, -98.80661
5261750.22, -.5854709, -1.026898, 1.6123691, 58.322823, 41.551384, -99.87421
5262000.08, -.4641117, -1.123291, 1.5874029, 51.736683, 48.589363, -100.326
5262249.95, -.3398912, -1.212759, 1.5526499, 44.83157, 55.327774, -100.1593
5262499.81, -.213575, -1.294749, 1.5083241, 37.650055, 61.725067, -99.37512
5262750.15, -.0859421, -1.368757, 1.4546993, 30.236414, 67.741806, -97.97823
5263000.01, .04222062, -1.434326, 1.3921056, 22.636356, 73.340897, -95.97726
5263249.87, .17012307, -1.491052, 1.3209292, 14.896738, 78.487816, -93.38456
5263500.21, .29697669, -1.538585, 1.2416087, 7.0652761, 83.150833, -90.21611
5263750.08, .42199931, -1.576633, 1.1546334, -.8097453, 87.301193, -86.49146
5263999.94, .54442018, -1.60496, 1.0605395, -8.679774, 90.913322, -82.23354
5264249.80, .66348457, -1.623391, .95990688, -16.49629, 93.964928, -77.46864
5264500.14, .7784583, -1.631814, .85335618, -24.2111, 96.437218, -72.22611
5264750.00, .8886326, -1.630177, .74154425, -31.77664, 98.314934, -66.53829
5264999.87, .99332821, -1.618489, .62516046, -39.14627, 99.58651, -60.44024
5265250.21, 1.0918996, -1.596822, .50492233, -46.27455, 100.2441, -53.96955
5265500.07, 1.1837391, -1.56531, .38157126, -53.11753, 100.28365, -47.16613
5265749.93, 1.2682804, -1.524148, .25586766, -59.63302, 99.704926, -40.0719
5265999.79, 1.3450024, -1.473589, .12858656, -65.78085, 98.511475, -32.73063
5266250.13, 1.413432, -1.413945, .51269E-3, -71.52312, 96.710678, -25.18755
5266500.00, 1.4731473, -1.345583, -.1275643, -76.82444, 94.313622, -17.48919
5266749.86, 1.5237802, -1.268925, -.2548549, -81.6521, 91.335098, -9.682998
5267000.20, 1.5650184, -1.184444, -.3805741, -85.97635, 87.793457, -1.817109
5267250.06, 1.5966078, -1.092661, -.503947, -89.77052, 83.710541, 6.0599837
5267499.92, 1.6183536, -.9941407, -.6242129, -93.01124, 79.111526, 13.899714
5267749.79, 1.6301218, -.8894915, -.7406303, -95.6785, 74.024757, 21.653748
5268000.13, 1.6318396, -.7793582, -.8524814, -97.75588, 68.481606, 29.274279
5268249.99, 1.6234967, -.66442, -.9590767, -99.23056, 62.516235, 36.714325
5268499.85, 1.6051444, -.5453854, -1.059759, -100.0935, 56.165436, 43.928017
5268750.19, 1.5768958, -.4229883, -1.153908, -100.3392, 49.468357, 50.870872
5269000.05, 1.5389251, -.2979834, -1.240942, -99.96638, 42.46629, 57.500095
5269249.92, 1.4914664, -.1711413, -1.320325, -98.97722, 35.202404, 63.774811
5269499.78, 1.4348124, -.0432441, -1.391568, -97.37782, 27.721483, 69.656334
5269750.12, 1.3693123, .08491973, -1.454232, -95.17805, 20.069651, 75.108406
5269999.98, 1.2953699, .21255997, -1.50793, -92.39149, 12.294082, 80.097404
5270249.84, 1.2134411, .33888969, -1.552331, -89.03529, 4.4427161, 84.592575
5270500.18, 1.1240311, .46313003, -1.587161, -85.13017, -3.43604, 88.566208
5270750.05, 1.0276911, .58451498, -1.612206, -80.70019, -11.29361, 91.993797
5270999.91, .92501497, .7022962, -1.627311, -75.77266, -19.08156, 94.854218
5271249.77, .81663585, .81574756, -1.632383, -70.37798, -26.75186, 97.129829
5271500.11, .70322192, .92416948, -1.627391, -64.54939, -34.25722, 98.806602
5271749.97, .58547235, 1.0268936, -1.612366, -58.32282, -41.55138, 99.874199
5271999.84, .46411318, 1.1232866, -1.5874, -51.73668, -48.58936, 100.32604
5272250.18, .3398926, 1.2127541, -1.552647, -44.83157, -55.32777, 100.15934
5272500.04, .21357647, 1.2947446, -1.508321, -37.65005, -61.72507, 99.375122
5272749.90, .08594358, 1.3687526, -1.454696, -30.23642, -67.74181, 97.978218
5272999.76, -.0422192, 1.4343216, -1.392102, -22.63636, -73.3409, 95.977257
5273250.10, -.1701216, 1.4910477, -1.320926, -14.89674, -78.48782, 93.384552
5273499.97, -.2969752, 1.5385809, -1.241606, -7.065277, -83.15083, 90.21611
5273749.83, -.4219979, 1.5766282, -1.15463, .80974424, -87.30119, 86.491447
5274000.17, -.5444188, 1.6049551, -1.060536, 8.6797733, -90.91331, 82.233543
5274250.03, -.6634831, 1.6233869, -.9599038, 16.496288, -93.96493, 77.468636
5274499.89, -.7784569, 1.6318099, -.8533531, 24.2111, -96.43721, 72.226112
5274750.23, -.8886312, 1.6301723, -.7415411, 31.77664, -98.31493, 66.538292
5275000.10, -.9933268, 1.6184841, -.6251574, 39.146267, -99.58651, 60.440239
5275249.96, -1.091898, 1.5968174, -.5049193, 46.274544, -100.2441, 53.969551
5275499.82, -1.183738, 1.5653058, -.3815682, 53.117523, -100.2836, 47.166122
5275750.16, -1.268279, 1.5241436, -.2558646, 59.633018, -99.70492, 40.071903
5276000.02, -1.345001, 1.4735844, -.1285835, 65.780853, -98.51147, 32.730625
5276249.89, -1.413431, 1.4139402, -.5096E-3, 71.523125, -96.71068, 25.18755
5276500.23, -1.473146, 1.3455784, .12756743, 76.82444, -94.31362, 17.489185
5276750.09, -1.523779, 1.2689208, .25485796, 81.6521, -91.33509, 9.6829958
5276999.95, -1.565017, 1.1844398, .38057721, 85.976349, -87.79346, 1.8171065
5277249.81, -1.596606, 1.0926564, .50395012, 89.770523, -83.71054, -6.059986
5277500.15, -1.618352, .99413627, .62421596, 93.011238, -79.11152, -13.89972
5277750.02, -1.63012, .88948697, .74063337, 95.678505, -74.02475, -21.65375
5277999.88, -1.631838, .77935374, .85248452, 97.755882, -68.4816, -29.27428
5278250.22, -1.623495, .66441548, .9590798, 99.23056, -62.51623, -36.71433
5278500.08, -1.605143, .54538083, 1.0597621, 100.09345, -56.16543, -43.92802
5278749.94, -1.576894, .42298377, 1.1539105, 100.33923, -49.46835, -50.87088
5278999.81, -1.538924, .29797885, 1.2409449, 99.966385, -42.46629, -57.5001
5279250.14, -1.491465, .17113678, 1.3203282, 98.977219, -35.2024, -63.77481
5279500.01, -1.434811, .04323957, 1.3915714, 97.377815, -27.72148, -69.65634
5279749.87, -1.369311, -.0849242, 1.4542351, 95.178055, -20.06965, -75.10841
5280000.21, -1.295368, -.2125645, 1.507933, 92.391487, -12.29408, -80.0974
5280250.07, -1.21344, -.3388942, 1.552334, 89.035294, -4.442713, -84.59258
5280499.94, -1.12403, -.4631345, 1.5871642, 85.130165, 3.4360437, -88.56621
5280749.80, -1.02769, -.5845195, 1.6122092, 80.700188, 11.293616, -91.9938
5281000.14, -.9250135, -.7023007, 1.6273142, 75.772659, 19.08156, -94.85423
5281250.00, -.8166344, -.815752, 1.6323864, 70.377975, 26.75186, -97.12983
5281499.86, -.7032205, -.924174, 1.6273944, 64.549385, 34.257225, -98.80661
5281750.20, -.5854709, -1.026898, 1.6123691, 58.322823, 41.551384, -99.87421
5282000.06, -.4641117, -1.123291, 1.5874028, 51.736683, 48.589363, -100.326
5282249.93, -.3398912, -1.212759, 1.5526499, 44.83157, 55.327774, -100.1593
5282499.79, -.213575, -1.294749, 1.5083241, 37.650055, 61.725067, -99.37512
5282750.13, -.0859421, -1.368757, 1.4546992, 30.236414, 67.741806, -97.97823
5282999.99, .04222061, -1.434326, 1.3921056, 22.636356, 73.340897, -95.97726
5283249.86, .17012307, -1.491052, 1.3209292, 14.896738, 78.487816, -93.38456
5283500.19, .29697666, -1.538585, 1.2416087, 7.0652761, 83.150833, -90.21611
5283750.06, .42199931, -1.576633, 1.1546334, -.8097453, 87.301193, -86.49146
5283999.92, .54442018, -1.60496, 1.0605394, -8.679774, 90.913322, -82.23354
5284249.78, .66348451, -1.623391, .95990682, -16.49629, 93.964928, -77.46864
5284500.12, .7784583, -1.631814, .85335612, -24.2111, 96.437218, -72.22611
5284749.98, .8886326, -1.630177, .74154419, -31.77664, 98.314934, -66.53829
5284999.85, .99332821, -1.618489, .62516046, -39.14627, 99.58651, -60.44024
5285250.19, 1.0918996, -1.596822, .50492233, -46.27455, 100.2441, -53.96955
5285500.05, 1.1837391, -1.56531, .38157123, -53.11753, 100.28365, -47.16613
5285749.91, 1.2682804, -1.524148, .25586763, -59.63302, 99.704926, -40.0719
5285999.77, 1.3450024, -1.473589, .12858653, -65.78085, 98.511475, -32.73063
5286250.11, 1.413432, -1.413945, .51266E-3, -71.52312, 96.710678, -25.18755
5286499.98, 1.4731473, -1.345583, -.1275644, -76.82444, 94.313622, -17.48919
5286749.84, 1.5237801, -1.268925, -.2548549, -81.6521, 91.335098, -9.682998
5287000.18, 1.5650184, -1.184444, -.3805742, -85.97635, 87.793457, -1.817109
5287250.04, 1.5966078, -1.092661, -.503947, -89.77052, 83.710541, 6.0599837
5287499.90, 1.6183536, -.9941407, -.6242129, -93.01124, 79.111526, 13.899714
5287749.77, 1.6301218, -.8894914, -.7406303, -95.6785, 74.024757, 21.653748
5288000.11, 1.6318396, -.7793582, -.8524814, -97.75588, 68.481606, 29.274279
5288249.97, 1.6234967, -.6644199, -.9590768, -99.23056, 62.516235, 36.714325
5288499.83, 1.6051444, -.5453854, -1.059759, -100.0935, 56.165436, 43.928017
5288750.17, 1.5768957, -.4229883, -1.153908, -100.3392, 49.468357, 50.870872
5289000.03, 1.5389251, -.2979833, -1.240942, -99.96638, 42.46629, 57.500095
5289249.90, 1.4914664, -.1711413, -1.320325, -98.97722, 35.202404, 63.774811
5289500.24, 1.4348124, -.043244, -1.391568, -97.37782, 27.721483, 69.656334
5289750.10, 1.3693123, .08491976, -1.454232, -95.17805, 20.069651, 75.108406
5289999.96, 1.2953699, .21256, -1.50793, -92.39149, 12.294082, 80.097404
5290249.82, 1.2134411, .33888972, -1.552331, -89.03529, 4.4427161, 84.592575
5290500.16, 1.1240311, .46313006, -1.587161, -85.13017, -3.436041, 88.566208
5290750.03, 1.027691, .58451504, -1.612206, -80.70019, -11.29361, 91.993797
5290999.89, .92501497, .70229626, -1.627311, -75.77266, -19.08156, 94.854218
5291250.23, .81663585, .81574756, -1.632383, -70.37798, -26.75186, 97.129829
5291500.09, .70322186, .92416954, -1.627391, -64.54939, -34.25722, 98.806602
5291749.95, .58547235, 1.0268936, -1.612366, -58.32282, -41.55138, 99.874199
5291999.82, .46411318, 1.1232866, -1.5874, -51.73668, -48.58936, 100.32604
5292250.16, .3398926, 1.2127541, -1.552647, -44.83157, -55.32777, 100.15934
5292500.02, .21357647, 1.2947446, -1.508321, -37.65005, -61.72507, 99.375122
5292749.88, .08594357, 1.3687526, -1.454696, -30.23642, -67.74181, 97.978218
5293000.22, -.0422192, 1.4343216, -1.392102, -22.63636, -73.3409, 95.977257
5293250.08, -.1701216, 1.4910477, -1.320926, -14.89674, -78.48782, 93.384552
5293499.95, -.2969753, 1.5385809, -1.241606, -7.065277, -83.15083, 90.21611
5293749.81, -.4219979, 1.5766282, -1.15463, .8097443, -87.30119, 86.491447
5294000.15, -.5444188, 1.6049551, -1.060536, 8.6797733, -90.91331, 82.233543
5294250.01, -.6634831, 1.6233869, -.9599038, 16.496288, -93.96493, 77.468636
5294499.87, -.7784569, 1.6318099, -.8533531, 24.2111, -96.43721, 72.226112
5294750.21, -.8886312, 1.6301724, -.7415411, 31.77664, -98.31493, 66.538292
5295000.08, -.9933268, 1.6184841, -.6251574, 39.146267, -99.58651, 60.440239
5295249.94, -1.091898, 1.5968175, -.5049193, 46.274544, -100.2441, 53.969551
5295499.80, -1.183738, 1.5653058, -.3815682, 53.117523, -100.2836, 47.166122
5295750.14, -1.268279, 1.5241436, -.2558646, 59.633018, -99.70492, 40.071903
5296000.00, -1.345001, 1.4735844, -.1285835, 65.780853, -98.51147, 32.730625
5296249.87, -1.413431, 1.4139402, -.5096E-3, 71.523125, -96.71068, 25.18755
5296500.21, -1.473146, 1.3455784, .1275674, 76.82444, -94.31362, 17.489185
5296750.07, -1.523779, 1.2689208, .25485793, 81.6521, -91.33509, 9.6829958
5296999.93, -1.565017, 1.1844398, .38057721, 85.976349, -87.79346, 1.8171065
5297249.79, -1.596606, 1.0926564, .50395006, 89.770523, -83.71054, -6.059986
5297500.13, -1.618352, .99413627, .62421596, 93.011238, -79.11152, -13.89972
5297750.00, -1.63012, .88948703, .74063337, 95.678505, -74.02475, -21.65375
5297999.86, -1.631838, .77935374, .85248446, 97.755882, -68.4816, -29.27428
5298250.20, -1.623495, .66441548, .9590798, 99.23056, -62.51623, -36.71433
5298500.06, -1.605143, .54538089, 1.059762, 100.09345, -56.16543, -43.92802
5298749.92, -1.576894, .42298383, 1.1539105, 100.33923, -49.46835, -50.87088
5298999.79, -1.538924, .29797888, 1.2409447, 99.966385, -42.46629, -57.5001
5299250.13, -1.491465, .17113681, 1.3203282, 98.977219, -35.2024, -63.77481
5299499.99, -1.434811, .0432396, 1.3915714, 97.377815, -27.72148, -69.65634
5299749.85, -1.369311, -.0849242, 1.4542351, 95.178055, -20.06965, -75.10841
5300000.19, -1.295369, -.2125644, 1.5079329, 92.391487, -12.29408, -80.0974
5300250.05, -1.21344, -.3388942, 1.552334, 89.035294, -4.442713, -84.59258
5300499.92, -1.12403, -.4631345, 1.5871642, 85.130165, 3.4360437, -88.56621
5300749.78, -1.02769, -.5845194, 1.6122091, 80.700188, 11.293616, -91.9938
5301000.12, -.9250135, -.7023007, 1.6273142, 75.772659, 19.08156, -94.85423
5301249.98, -.8166344, -.815752, 1.6323864, 70.377975, 26.75186, -97.12983
5301499.84, -.7032205, -.924174, 1.6273944, 64.549385, 34.257225, -98.80661
5301750.18, -.5854709, -1.026898, 1.6123691, 58.322823, 41.551384, -99.87421
5302000.05, -.4641117, -1.123291, 1.5874028, 51.736683, 48.589363, -100.326
5302249.91, -.3398912, -1.212759, 1.5526497, 44.83157, 55.327774, -100.1593
5302499.77, -.2135751, -1.294749, 1.5083241, 37.650055, 61.725067, -99.37512
5302750.11, -.0859422, -1.368757, 1.4546992, 30.236414, 67.741806, -97.97823
5302999.97, .0422206, -1.434326, 1.3921056, 22.636356, 73.340897, -95.97726
5303249.84, .17012306, -1.491052, 1.3209291, 14.896738, 78.487816, -93.38456
5303500.18, .29697666, -1.538585, 1.2416087, 7.0652761, 83.150833, -90.21611
5303750.04, .42199931, -1.576633, 1.1546334, -.8097453, 87.301193, -86.49146
5303999.90, .54442018, -1.60496, 1.0605394, -8.679774, 90.913322, -82.23354
5304249.76, .66348451, -1.623391, .95990682, -16.49629, 93.964928, -77.46864
5304500.10, .7784583, -1.631814, .85335612, -24.2111, 96.437218, -72.22611
5304749.97, .8886326, -1.630177, .74154419, -31.77664, 98.314934, -66.53829
5304999.83, .99332815, -1.618489, .6251604, -39.14627, 99.58651, -60.44024
5305250.17, 1.0918996, -1.596822, .50492233, -46.27455, 100.2441, -53.96955
5305500.03, 1.1837391, -1.56531, .3815712, -53.11753, 100.28365, -47.16613
5305749.89, 1.2682804, -1.524148, .2558676, -59.63302, 99.704926, -40.0719
5306000.23, 1.3450024, -1.473589, .12858652, -65.78085, 98.511475, -32.73063
5306250.10, 1.413432, -1.413945, .51264E-3, -71.52312, 96.710678, -25.18755
5306499.96, 1.4731473, -1.345583, -.1275644, -76.82444, 94.313622, -17.48919
5306749.82, 1.5237801, -1.268925, -.2548549, -81.6521, 91.335098, -9.682998
5307000.16, 1.5650184, -1.184444, -.3805742, -85.97635, 87.793457, -1.817109
5307250.02, 1.5966078, -1.092661, -.5039471, -89.77052, 83.710541, 6.0599837
5307499.89, 1.6183536, -.9941407, -.6242129, -93.01124, 79.111526, 13.899714
5307750.23, 1.6301217, -.8894914, -.7406303, -95.6785, 74.024757, 21.653748
5308000.09, 1.6318396, -.7793581, -.8524815, -97.75588, 68.481606, 29.274279
5308249.95, 1.6234967, -.6644199, -.9590768, -99.23056, 62.516235, 36.714325
5308499.81, 1.6051444, -.5453853, -1.059759, -100.0935, 56.165436, 43.928017
5308750.15, 1.5768957, -.4229882, -1.153908, -100.3392, 49.468357, 50.870872
5309000.02, 1.5389251, -.2979833, -1.240942, -99.96638, 42.46629, 57.500095
5309249.88, 1.4914664, -.1711412, -1.320325, -98.97722, 35.202404, 63.774811
5309500.22, 1.4348124, -.043244, -1.391568, -97.37782, 27.721483, 69.656334
5309750.08, 1.3693123, .08491979, -1.454232, -95.17805, 20.069651, 75.108406
5309999.94, 1.2953699, .21256003, -1.50793, -92.39149, 12.294082, 80.097404
5310249.81, 1.2134411, .33888975, -1.552331, -89.03529, 4.4427161, 84.592575
5310500.14, 1.1240311, .46313009, -1.587161, -85.13017, -3.436041, 88.566208
5310750.01, 1.027691, .58451504, -1.612206, -80.70019, -11.29361, 91.993797
5310999.87, .92501497, .70229632, -1.627311, -75.77266, -19.08156, 94.854218
5311250.21, .81663585, .81574762, -1.632383, -70.37798, -26.75186, 97.129829
5311500.07, .70322186, .9241696, -1.627391, -64.54939, -34.25722, 98.806602
5311749.94, .58547235, 1.0268937, -1.612366, -58.32282, -41.55138, 99.874199
5311999.80, .46411315, 1.1232867, -1.5874, -51.73668, -48.58936, 100.32604
5312250.14, .33989257, 1.2127542, -1.552647, -44.83157, -55.32777, 100.15934
5312500.00, .21357645, 1.2947447, -1.508321, -37.65005, -61.72507, 99.375122
5312749.86, .08594356, 1.3687526, -1.454696, -30.23642, -67.74181, 97.978218
5313000.20, -.0422192, 1.4343218, -1.392102, -22.63636, -73.3409, 95.977257
5313250.06, -.1701217, 1.4910477, -1.320926, -14.89674, -78.48782, 93.384552
5313499.93, -.2969753, 1.538581, -1.241606, -7.065277, -83.15083, 90.21611
5313749.79, -.4219979, 1.5766283, -1.15463, .8097443, -87.30119, 86.491447
5314000.13, -.5444188, 1.6049552, -1.060536, 8.6797733, -90.91331, 82.233543
5314249.99, -.6634831, 1.623387, -.9599038, 16.496288, -93.96493, 77.468636
5314499.86, -.7784569, 1.6318099, -.8533531, 24.2111, -96.43721, 72.226112
5314750.19, -.8886312, 1.6301724, -.7415412, 31.77664, -98.31493, 66.538292
5315000.06, -.9933268, 1.6184841, -.6251574, 39.146267, -99.58651, 60.440239
5315249.92, -1.091898, 1.5968175, -.5049193, 46.274544, -100.2441, 53.969551
5315499.78, -1.183738, 1.5653058, -.3815682, 53.117523, -100.2836, 47.166122
5315750.12, -1.268279, 1.5241436, -.2558646, 59.633018, -99.70492, 40.071903
5315999.98, -1.345001, 1.4735845, -.1285835, 65.780853, -98.51147, 32.730625
5316249.85, -1.413431, 1.4139402, -.5096E-3, 71.523125, -96.71068, 25.18755
5316500.19, -1.473146, 1.3455786, .12756738, 76.82444, -94.31362, 17.489185
5316750.05, -1.523779, 1.2689209, .25485793, 81.6521, -91.33509, 9.6829958
5316999.91, -1.565017, 1.1844399, .38057718, 85.976349, -87.79346, 1.8171065
5317249.77, -1.596606, 1.0926564, .50395006, 89.770523, -83.71054, -6.059986
5317500.11, -1.618352, .99413633, .62421596, 93.011238, -79.11152, -13.89972
5317749.98, -1.63012, .88948703, .74063331, 95.678505, -74.02475, -21.65375
5317999.84, -1.631838, .7793538, .85248446, 97.755882, -68.4816, -29.27428
5318250.18, -1.623495, .66441554, .95907974, 99.23056, -62.51623, -36.71433
5318500.04, -1.605143, .54538095, 1.059762, 100.09345, -56.16543, -43.92802
5318749.90, -1.576894, .42298386, 1.1539105, 100.33923, -49.46835, -50.87088
5318999.77, -1.538924, .29797891, 1.2409447, 99.966385, -42.46629, -57.5001
5319250.11, -1.491465, .17113684, 1.3203282, 98.977219, -35.2024, -63.77481
5319499.97, -1.434811, .04323963, 1.3915714, 97.377815, -27.72148, -69.65634
5319749.83, -1.369311, -.0849242, 1.4542351, 95.178055, -20.06965, -75.10841
5320000.17, -1.295369, -.2125644, 1.5079329, 92.391487, -12.29408, -80.0974
5320250.03, -1.21344, -.3388941, 1.5523338, 89.035294, -4.442713, -84.59258
5320499.90, -1.12403, -.4631345, 1.5871642, 85.130165, 3.4360437, -88.56621
5320750.24, -1.02769, -.5845194, 1.6122091, 80.700188, 11.293616, -91.9938
5321000.10, -.9250135, -.7023007, 1.6273142, 75.772659, 19.08156, -94.85423
5321249.96, -.8166344, -.815752, 1.6323864, 70.377975, 26.75186, -97.12983
5321499.82, -.7032205, -.924174, 1.6273944, 64.549385, 34.257225, -98.80661
5321750.16, -.5854709, -1.026898, 1.6123691, 58.322823, 41.551384, -99.87421
5322000.03, -.4641118, -1.123291, 1.5874028, 51.736683, 48.589363, -100.326
5322249.89, -.3398912, -1.212759, 1.5526497, 44.83157, 55.327774, -100.1593
5322500.23, -.2135751, -1.294749, 1.5083241, 37.650055, 61.725067, -99.37512
5322750.09, -.0859422, -1.368757, 1.4546992, 30.236414, 67.741806, -97.97823
5322999.95, .04222059, -1.434326, 1.3921055, 22.636356, 73.340897, -95.97726
5323249.82, .17012304, -1.491052, 1.3209291, 14.896738, 78.487816, -93.38456
5323500.16, .29697666, -1.538585, 1.2416087, 7.0652761, 83.150833, -90.21611
5323750.02, .42199928, -1.576633, 1.1546334, -.8097453, 87.301193, -86.49146
5323999.88, .54442018, -1.604959, 1.0605394, -8.679774, 90.913322, -82.23354
5324250.22, .66348451, -1.623391, .95990682, -16.49629, 93.964928, -77.46864
5324500.08, .7784583, -1.631814, .85335606, -24.2111, 96.437218, -72.22611
5324749.95, .8886326, -1.630177, .74154419, -31.77664, 98.314934, -66.53829
5324999.81, .99332815, -1.618489, .6251604, -39.14627, 99.58651, -60.44024
5325250.15, 1.0918995, -1.596822, .50492227, -46.27455, 100.2441, -53.96955
5325500.01, 1.1837391, -1.56531, .3815712, -53.11753, 100.28365, -47.16613
5325749.87, 1.2682804, -1.524148, .2558676, -59.63302, 99.704926, -40.0719
5326000.21, 1.3450024, -1.473589, .12858649, -65.78085, 98.511475, -32.73063
5326250.08, 1.413432, -1.413945, .51262E-3, -71.52312, 96.710678, -25.18755
5326499.94, 1.4731473, -1.345583, -.1275644, -76.82444, 94.313622, -17.48919
5326749.80, 1.5237801, -1.268925, -.2548549, -81.6521, 91.335098, -9.682998
5327000.14, 1.5650184, -1.184444, -.3805742, -85.97635, 87.793457, -1.817109
5327250.00, 1.5966078, -1.092661, -.5039471, -89.77052, 83.710541, 6.0599837
5327499.87, 1.6183536, -.9941407, -.624213, -93.01124, 79.111526, 13.899714
5327750.21, 1.6301217, -.8894914, -.7406303, -95.6785, 74.024757, 21.653748
5328000.07, 1.6318396, -.7793581, -.8524815, -97.75588, 68.481606, 29.274279
5328249.93, 1.6234967, -.6644199, -.9590768, -99.23056, 62.516235, 36.714325
5328499.79, 1.6051444, -.5453853, -1.059759, -100.0935, 56.165436, 43.928017
5328750.13, 1.5768957, -.4229882, -1.153908, -100.3392, 49.468357, 50.870872
5329000.00, 1.5389251, -.2979833, -1.240942, -99.96638, 42.46629, 57.500095
5329249.86, 1.4914664, -.1711412, -1.320325, -98.97722, 35.202404, 63.774815
5329500.20, 1.4348124, -.043244, -1.391568, -97.37782, 27.721483, 69.656334
5329750.06, 1.3693123, .08491983, -1.454232, -95.17805, 20.069651, 75.108406
5329999.92, 1.2953699, .21256006, -1.50793, -92.39149, 12.294082, 80.097404
5330249.79, 1.2134411, .33888978, -1.552331, -89.03529, 4.4427161, 84.592575
5330500.13, 1.1240311, .46313012, -1.587161, -85.13017, -3.436041, 88.566208
5330749.99, 1.027691, .58451509, -1.612206, -80.70019, -11.29361, 91.993797
5330999.85, .92501491, .70229632, -1.627311, -75.77266, -19.08156, 94.854218
